date,position,song,artist,popularity,duration_ms,album_type,total_tracks,release_date,is_explicit,album_cover_url
7/7/2023,30,Los del Espacio,LIT killah,95,338000,single,1,6/1/2023,FALSE,https://i.scdn.co/image/ab67616d0000b27352a52eac3761e2133bd0f57a
7/7/2023,31,TQM,Fuerza Regida,96,158965,single,1,5/19/2023,TRUE,https://i.scdn.co/image/ab67616d0000b273832ea5d2f8c10f95fc3cc66d
7/7/2023,32,Last Night,Morgan Wallen,90,163854,album,36,3/3/2023,TRUE,https://i.scdn.co/image/ab67616d0000b273705079df9a25a28b452c1fc9
7/7/2023,33,Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,The Weeknd & Madonna,84,215466,single,1,6/2/2023,TRUE,https://i.scdn.co/image/ab67616d0000b2734c8f092adc59b4bf4212389d
7/7/2023,34,See You Again (feat. Kali Uchis),"Tyler, The Creator",96,180386,album,14,7/21/2017,TRUE,https://i.scdn.co/image/ab67616d0000b2738940ac99f49e44f59e6f7fb3
7/7/2023,35,I'm Good (Blue),David Guetta & Bebe Rexha,96,175238,single,2,8/26/2022,TRUE,https://i.scdn.co/image/ab67616d0000b273933c036cd61cd40d3f17a9c4
7/7/2023,36,El Azul,Junior H & Peso Pluma,95,187225,single,1,2/10/2023,FALSE,https://i.scdn.co/image/ab67616d0000b27333ed356efed99b158c4267c6
7/7/2023,37,Style,Taylor Swift,83,231000,album,13,10/27/2014,FALSE,https://i.scdn.co/image/ab67616d0000b2739abdf14e6058bd3903686148
7/7/2023,38,"Rauw Alejandro: Bzrp Music Sessions, Vol. 56",Bizarrap & Rauw Alejandro,92,191254,single,1,6/21/2023,TRUE,https://i.scdn.co/image/ab67616d0000b27395dcc1f2e2a2ad2050f7f41d
7/7/2023,39,I Ain't Worried,OneRepublic,95,148485,single,1,5/13/2022,FALSE,https://i.scdn.co/image/ab67616d0000b273ec96e006b8bdfc582610ec13
7/7/2023,40,Die For You,The Weeknd,92,260253,album,18,11/24/2016,FALSE,https://i.scdn.co/image/ab67616d0000b273a048415db06a5b6fa7ec4e1a
7/7/2023,41,Die For You (with Ariana Grande) - Remix,The Weeknd,88,232857,album,21,3/14/2023,FALSE,https://i.scdn.co/image/ab67616d0000b2738ad8f5243d6534e03b656c8b
7/7/2023,42,Starboy,The Weeknd,94,230453,album,18,11/25/2016,TRUE,https://i.scdn.co/image/ab67616d0000b2734718e2b124f79258be7bc452
7/7/2023,43,Another Love,Tom Odell,94,244360,album,15,6/24/2013,TRUE,https://i.scdn.co/image/ab67616d0000b2731917a0f3f4152622a040913f
7/7/2023,44,Baby Don't Hurt Me,David Guetta & Anne-Marie & Coi Leray,94,140017,single,2,4/6/2023,FALSE,https://i.scdn.co/image/ab67616d0000b2730b4ef75c3728599aa4104f7a
7/7/2023,45,Frágil,Yahritza Y Su Esencia & Grupo Frontera,94,160517,single,1,4/7/2023,FALSE,https://i.scdn.co/image/ab67616d0000b27357ed58cb724f8d55f78a1d4c
7/7/2023,46,Still With You,Jung Kook,84,239905,single,1,6/5/2020,FALSE,https://i.scdn.co/image/ab67616d0000b273a7f42c375578df426b37638d
7/7/2023,47,El Cielo,Sky Rompiendo & Feid & Myke Towers,93,191320,single,1,6/2/2023,TRUE,https://i.scdn.co/image/ab67616d0000b27306eccb4893fa58ae311c45ea
7/7/2023,48,cardigan,Taylor Swift,93,239560,album,16,7/24/2020,FALSE,https://i.scdn.co/image/ab67616d0000b27395f754318336a07e85ec59bc
7/7/2023,49,BESO,ROSALÍA & Rauw Alejandro,96,194543,single,3,3/24/2023,FALSE,https://i.scdn.co/image/ab67616d0000b2734d6cf0d0d5e32ca4fa3a59e1
7/7/2023,50,La Bachata,Manuel Turizo,88,162637,album,15,3/17/2023,FALSE,https://i.scdn.co/image/ab67616d0000b2734dd99565ae6453deab7c26e1
7/8/2023,1,vampire,Olivia Rodrigo,95,219724,single,1,6/30/2023,TRUE,https://i.scdn.co/image/ab67616d0000b2731e5e75dc1d878a0007cb6525
7/8/2023,2,Cruel Summer,Taylor Swift,98,178426,album,18,8/23/2019,FALSE,https://i.scdn.co/image/ab67616d0000b273e787cffec20aa2a396a61647
7/8/2023,3,LALA,Myke Towers,90,197920,album,23,3/23/2023,TRUE,https://i.scdn.co/image/ab67616d0000b2730656d5ce813ca3cc4b677e05
7/8/2023,4,Ella Baila Sola,Eslabon Armado,94,165671,album,16,4/28/2023,FALSE,https://i.scdn.co/image/ab67616d0000b273dfddf1cb31b85a6d28b7d91f
7/8/2023,5,WHERE SHE GOES,Bad Bunny,100,231704,single,1,5/18/2023,TRUE,https://i.scdn.co/image/ab67616d0000b273ab5c9cd818ad6ed3e9b79cd1
7/8/2023,6,Flowers,Miley Cyrus,91,200600,album,13,3/10/2023,FALSE,https://i.scdn.co/image/ab67616d0000b27358039b5147731b6e52202e46
7/8/2023,7,La Bebe - Remix,Yng Lvcas & Peso Pluma,99,234352,single,2,3/17/2023,TRUE,https://i.scdn.co/image/ab67616d0000b273a04be3ad7c8c67f4109111a9
7/8/2023,8,un x100to,Grupo Frontera & Bad Bunny,99,194563,single,1,4/17/2023,FALSE,https://i.scdn.co/image/ab67616d0000b273716c0b0ad51594ff788b5f06
7/8/2023,9,Daylight,David Kushner,99,212953,single,1,4/14/2023,FALSE,https://i.scdn.co/image/ab67616d0000b27395ca6a9b4083a86c149934ae
7/8/2023,10,As It Was,Harry Styles,94,167303,album,13,5/20/2022,FALSE,https://i.scdn.co/image/ab67616d0000b2732e8ed79e177ff6011076f5f0
7/8/2023,11,Sprinter,Dave & Central Cee,96,229133,single,1,6/1/2023,TRUE,https://i.scdn.co/image/ab67616d0000b273e3a09a9ae3f1fa102c110e60
7/8/2023,12,Kill Bill,SZA,95,153946,album,23,12/8/2022,FALSE,https://i.scdn.co/image/ab67616d0000b2730c471c36970b9406233842a5
7/8/2023,13,Cupid - Twin Ver.,FIFTY FIFTY,99,174253,single,3,2/24/2023,FALSE,https://i.scdn.co/image/ab67616d0000b27337c0b3670236c067c8e8bbcb
7/8/2023,14,MOJABI GHOST,Tainy,89,232131,album,19,6/29/2023,TRUE,https://i.scdn.co/image/ab67616d0000b273de7b9af78fbdda96c5a0635b
7/8/2023,15,LADY GAGA,Peso Pluma,87,212878,album,17,6/29/2023,TRUE,https://i.scdn.co/image/ab67616d0000b273a8eae36188b69461a8ec6508
7/8/2023,16,Classy 101,Feid & Young Miko,97,195986,single,1,3/31/2023,TRUE,https://i.scdn.co/image/ab67616d0000b27329ebee2b5fb008871fcd201a
7/8/2023,17,fukumean,Gunna,91,125040,album,15,6/16/2023,TRUE,https://i.scdn.co/image/ab67616d0000b273017d5e26552345c4b1575b6c
7/8/2023,18,"Peso Pluma: Bzrp Music Sessions, Vol. 55",Bizarrap & Peso Pluma,97,188361,single,1,6/1/2023,TRUE,https://i.scdn.co/image/ab67616d0000b27315583045b2fdb7d7bab10e81
7/8/2023,19,I Wanna Be Yours,Arctic Monkeys,96,183956,album,12,9/9/2013,FALSE,https://i.scdn.co/image/ab67616d0000b2734ae1c4c5c45aabe565499163
7/8/2023,20,Like Crazy,Jimin,95,212241,single,6,3/24/2023,FALSE,https://i.scdn.co/image/ab67616d0000b2732b46078245d0120690eb560d
7/8/2023,21,SABOR FRESA,Fuerza Regida,91,156500,single,1,6/22/2023,TRUE,https://i.scdn.co/image/ab67616d0000b273cfe3eb72c48b93971e53efd9
7/8/2023,22,Calm Down (with Selena Gomez),Rema,83,239317,album,22,4/27/2023,FALSE,https://i.scdn.co/image/ab67616d0000b273963265801aa5c9740ad159b7
7/8/2023,23,Anti-Hero,Taylor Swift,95,200690,album,13,10/21/2022,FALSE,https://i.scdn.co/image/ab67616d0000b273bb54dde68cd23e2a268ae0f5
7/8/2023,24,Creepin' (with The Weeknd & 21 Savage),Metro Boomin,96,221520,album,15,12/2/2022,TRUE,https://i.scdn.co/image/ab67616d0000b27313e54d6687e65678d60466c2
7/8/2023,25,TQG,KAROL G,95,197933,album,17,2/24/2023,TRUE,https://i.scdn.co/image/ab67616d0000b27382de1ca074ae63cb18fce335
7/8/2023,26,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,89,157560,album,17,9/6/2019,FALSE,https://i.scdn.co/image/ab67616d0000b2739478c87599550dd73bfa7e02
7/8/2023,27,TULUM,Peso Pluma,86,209415,album,17,6/29/2023,TRUE,https://i.scdn.co/image/ab67616d0000b273a8eae36188b69461a8ec6508
7/8/2023,28,TQM,Fuerza Regida,96,158965,single,1,5/19/2023,TRUE,https://i.scdn.co/image/ab67616d0000b273832ea5d2f8c10f95fc3cc66d
7/8/2023,29,Blank Space,Taylor Swift,84,231826,album,13,10/27/2014,FALSE,https://i.scdn.co/image/ab67616d0000b2739abdf14e6058bd3903686148
7/8/2023,30,Angels Like You,Miley Cyrus,95,196453,album,15,11/27/2020,FALSE,https://i.scdn.co/image/ab67616d0000b2738cffb7c6c40759eaf8a5a142
7/8/2023,31,Los del Espacio,LIT killah,95,338000,single,1,6/1/2023,FALSE,https://i.scdn.co/image/ab67616d0000b27352a52eac3761e2133bd0f57a
7/8/2023,32,Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,The Weeknd & Madonna,86,215466,single,1,6/2/2023,TRUE,https://i.scdn.co/image/ab67616d0000b2734c8f092adc59b4bf4212389d
7/8/2023,33,Last Night,Morgan Wallen,90,163854,album,36,3/3/2023,TRUE,https://i.scdn.co/image/ab67616d0000b273705079df9a25a28b452c1fc9
7/8/2023,34,I'm Good (Blue),David Guetta & Bebe Rexha,96,175238,single,2,8/26/2022,TRUE,https://i.scdn.co/image/ab67616d0000b273933c036cd61cd40d3f17a9c4
7/8/2023,35,See You Again (feat. Kali Uchis),"Tyler, The Creator",96,180386,album,14,7/21/2017,TRUE,https://i.scdn.co/image/ab67616d0000b2738940ac99f49e44f59e6f7fb3
7/8/2023,36,Style,Taylor Swift,83,231000,album,13,10/27/2014,FALSE,https://i.scdn.co/image/ab67616d0000b2739abdf14e6058bd3903686148
7/8/2023,37,El Azul,Junior H & Peso Pluma,95,187225,single,1,2/10/2023,FALSE,https://i.scdn.co/image/ab67616d0000b27333ed356efed99b158c4267c6
7/8/2023,38,Die For You,The Weeknd,92,260253,album,18,11/24/2016,FALSE,https://i.scdn.co/image/ab67616d0000b273a048415db06a5b6fa7ec4e1a
7/8/2023,39,Die For You (with Ariana Grande) - Remix,The Weeknd,88,232857,album,21,3/14/2023,FALSE,https://i.scdn.co/image/ab67616d0000b2738ad8f5243d6534e03b656c8b
7/8/2023,40,I Ain't Worried,OneRepublic,95,148485,single,1,5/13/2022,FALSE,https://i.scdn.co/image/ab67616d0000b273ec96e006b8bdfc582610ec13
7/8/2023,41,Enchanted,Taylor Swift,83,352186,album,14,10/25/2010,FALSE,https://i.scdn.co/image/ab67616d0000b273e11a75a2f2ff39cec788a015
7/8/2023,42,"Rauw Alejandro: Bzrp Music Sessions, Vol. 56",Bizarrap & Rauw Alejandro,92,191254,single,1,6/21/2023,TRUE,https://i.scdn.co/image/ab67616d0000b27395dcc1f2e2a2ad2050f7f41d
7/8/2023,43,Starboy,The Weeknd,94,230453,album,18,11/25/2016,TRUE,https://i.scdn.co/image/ab67616d0000b2734718e2b124f79258be7bc452
7/8/2023,44,Another Love,Tom Odell,94,244360,album,15,6/24/2013,TRUE,https://i.scdn.co/image/ab67616d0000b2731917a0f3f4152622a040913f
7/8/2023,45,Baby Don't Hurt Me,David Guetta & Anne-Marie & Coi Leray,94,140017,single,2,4/6/2023,FALSE,https://i.scdn.co/image/ab67616d0000b2730b4ef75c3728599aa4104f7a
7/8/2023,46,Frágil,Yahritza Y Su Esencia & Grupo Frontera,94,160517,single,1,4/7/2023,FALSE,https://i.scdn.co/image/ab67616d0000b27357ed58cb724f8d55f78a1d4c
7/8/2023,47,El Cielo,Sky Rompiendo & Feid & Myke Towers,93,191320,single,1,6/2/2023,TRUE,https://i.scdn.co/image/ab67616d0000b27306eccb4893fa58ae311c45ea
7/8/2023,48,BESO,ROSALÍA & Rauw Alejandro,95,194543,single,3,3/24/2023,FALSE,https://i.scdn.co/image/ab67616d0000b2734d6cf0d0d5e32ca4fa3a59e1
7/8/2023,49,La Bachata,Manuel Turizo,88,162637,album,15,3/17/2023,FALSE,https://i.scdn.co/image/ab67616d0000b2734dd99565ae6453deab7c26e1
7/8/2023,50,cardigan,Taylor Swift,93,239560,album,16,7/24/2020,FALSE,https://i.scdn.co/image/ab67616d0000b27395f754318336a07e85ec59bc
7/9/2023,1,Mine (Taylor's Version),Taylor Swift,0,231706,album,22,7/7/2023,FALSE,https://i.scdn.co/image/ab67616d0000b2730b04da4f224b51ff86e0a481
7/9/2023,2,Back To December (Taylor's Version),Taylor Swift,0,294189,album,22,7/7/2023,FALSE,https://i.scdn.co/image/ab67616d0000b2730b04da4f224b51ff86e0a481
7/9/2023,3,Enchanted (Taylor's Version),Taylor Swift,0,353253,album,22,7/7/2023,FALSE,https://i.scdn.co/image/ab67616d0000b2730b04da4f224b51ff86e0a481
7/9/2023,4,Sparks Fly (Taylor’s Version),Taylor Swift,0,261230,album,22,7/7/2023,FALSE,https://i.scdn.co/image/ab67616d0000b2730b04da4f224b51ff86e0a481
7/9/2023,5,Better Than Revenge (Taylor's Version),Taylor Swift,0,220306,album,22,7/7/2023,FALSE,https://i.scdn.co/image/ab67616d0000b2730b04da4f224b51ff86e0a481
7/9/2023,6,Speak Now (Taylor's Version),Taylor Swift,0,242473,album,22,7/7/2023,FALSE,https://i.scdn.co/image/ab67616d0000b2730b04da4f224b51ff86e0a481
7/9/2023,7,Dear John (Taylor's Version),Taylor Swift,0,405906,album,22,7/7/2023,FALSE,https://i.scdn.co/image/ab67616d0000b2730b04da4f224b51ff86e0a481
7/9/2023,8,I Can See You (Taylor’s Version) (From The Vault),Taylor Swift,0,273186,album,22,7/7/2023,FALSE,https://i.scdn.co/image/ab67616d0000b2730b04da4f224b51ff86e0a481
7/9/2023,9,The Story Of Us (Taylor's Version),Taylor Swift,0,267653,album,22,7/7/2023,FALSE,https://i.scdn.co/image/ab67616d0000b2730b04da4f224b51ff86e0a481
7/9/2023,10,Mean (Taylor's Version),Taylor Swift,0,238693,album,22,7/7/2023,FALSE,https://i.scdn.co/image/ab67616d0000b2730b04da4f224b51ff86e0a481
7/9/2023,11,vampire,Olivia Rodrigo,95,219724,single,1,6/30/2023,TRUE,https://i.scdn.co/image/ab67616d0000b2731e5e75dc1d878a0007cb6525
7/9/2023,12,Electric Touch (feat. Fall Out Boy) (Taylor’s Version) (From The Vault),Taylor Swift,0,266466,album,22,7/7/2023,FALSE,https://i.scdn.co/image/ab67616d0000b2730b04da4f224b51ff86e0a481
7/9/2023,13,LALA,Myke Towers,90,197920,album,23,3/23/2023,TRUE,https://i.scdn.co/image/ab67616d0000b2730656d5ce813ca3cc4b677e05
7/9/2023,14,When Emma Falls in Love (Taylor’s Version) (From The Vault),Taylor Swift,0,252385,album,22,7/7/2023,FALSE,https://i.scdn.co/image/ab67616d0000b2730b04da4f224b51ff86e0a481
7/9/2023,15,Cruel Summer,Taylor Swift,98,178426,album,18,8/23/2019,FALSE,https://i.scdn.co/image/ab67616d0000b273e787cffec20aa2a396a61647
7/9/2023,16,Castles Crumbling (feat. Hayley Williams) (Taylor’s Version) (From The Vault),Taylor Swift,0,306062,album,22,7/7/2023,FALSE,https://i.scdn.co/image/ab67616d0000b2730b04da4f224b51ff86e0a481
7/9/2023,17,Haunted (Taylor's Version),Taylor Swift,0,245413,album,22,7/7/2023,FALSE,https://i.scdn.co/image/ab67616d0000b2730b04da4f224b51ff86e0a481
7/9/2023,18,Last Kiss (Taylor's Version),Taylor Swift,0,369120,album,22,7/7/2023,FALSE,https://i.scdn.co/image/ab67616d0000b2730b04da4f224b51ff86e0a481
7/9/2023,19,Never Grow Up (Taylor's Version),Taylor Swift,0,292920,album,22,7/7/2023,FALSE,https://i.scdn.co/image/ab67616d0000b2730b04da4f224b51ff86e0a481
7/9/2023,20,Long Live (Taylor's Version),Taylor Swift,0,317960,album,22,7/7/2023,FALSE,https://i.scdn.co/image/ab67616d0000b2730b04da4f224b51ff86e0a481
7/9/2023,21,Foolish One (Taylor’s Version) (From The Vault),Taylor Swift,0,311765,album,22,7/7/2023,FALSE,https://i.scdn.co/image/ab67616d0000b2730b04da4f224b51ff86e0a481
7/9/2023,22,WHERE SHE GOES,Bad Bunny,100,231704,single,1,5/18/2023,TRUE,https://i.scdn.co/image/ab67616d0000b273ab5c9cd818ad6ed3e9b79cd1
7/9/2023,23,Innocent (Taylor's Version),Taylor Swift,0,301221,album,22,7/7/2023,FALSE,https://i.scdn.co/image/ab67616d0000b2730b04da4f224b51ff86e0a481
7/9/2023,24,Timeless (Taylor’s Version) (From The Vault),Taylor Swift,0,321396,album,22,7/7/2023,FALSE,https://i.scdn.co/image/ab67616d0000b2730b04da4f224b51ff86e0a481
7/9/2023,25,Ella Baila Sola,Eslabon Armado,94,165671,album,16,4/28/2023,FALSE,https://i.scdn.co/image/ab67616d0000b273dfddf1cb31b85a6d28b7d91f
7/9/2023,26,Ours (Taylor’s Version),Taylor Swift,0,235803,album,22,7/7/2023,FALSE,https://i.scdn.co/image/ab67616d0000b2730b04da4f224b51ff86e0a481
7/9/2023,27,La Bebe - Remix,Yng Lvcas & Peso Pluma,99,234352,single,2,3/17/2023,TRUE,https://i.scdn.co/image/ab67616d0000b273a04be3ad7c8c67f4109111a9
7/9/2023,28,Flowers,Miley Cyrus,91,200600,album,13,3/10/2023,FALSE,https://i.scdn.co/image/ab67616d0000b27358039b5147731b6e52202e46
7/9/2023,29,Columbia,Quevedo,61,186000,single,1,7/7/2023,FALSE,https://i.scdn.co/image/ab67616d0000b273a00a817b017c6f6bf8460be9
7/9/2023,30,un x100to,Grupo Frontera & Bad Bunny,99,194563,single,1,4/17/2023,FALSE,https://i.scdn.co/image/ab67616d0000b273716c0b0ad51594ff788b5f06
7/9/2023,31,Sprinter,Dave & Central Cee,96,229133,single,1,6/1/2023,TRUE,https://i.scdn.co/image/ab67616d0000b273e3a09a9ae3f1fa102c110e60
7/9/2023,32,As It Was,Harry Styles,94,167303,album,13,5/20/2022,FALSE,https://i.scdn.co/image/ab67616d0000b2732e8ed79e177ff6011076f5f0
7/9/2023,33,Daylight,David Kushner,99,212953,single,1,4/14/2023,FALSE,https://i.scdn.co/image/ab67616d0000b27395ca6a9b4083a86c149934ae
7/9/2023,34,Superman (Taylor’s Version),Taylor Swift,0,274945,album,22,7/7/2023,FALSE,https://i.scdn.co/image/ab67616d0000b2730b04da4f224b51ff86e0a481
7/9/2023,35,Kill Bill,SZA,95,153946,album,23,12/8/2022,FALSE,https://i.scdn.co/image/ab67616d0000b2730c471c36970b9406233842a5
7/9/2023,36,Cupid - Twin Ver.,FIFTY FIFTY,99,174253,single,3,2/24/2023,FALSE,https://i.scdn.co/image/ab67616d0000b27337c0b3670236c067c8e8bbcb
7/9/2023,37,Classy 101,Feid & Young Miko,97,195986,single,1,3/31/2023,TRUE,https://i.scdn.co/image/ab67616d0000b27329ebee2b5fb008871fcd201a
7/9/2023,38,fukumean,Gunna,91,125040,album,15,6/16/2023,TRUE,https://i.scdn.co/image/ab67616d0000b273017d5e26552345c4b1575b6c
7/9/2023,39,LADY GAGA,Peso Pluma,87,212878,album,17,6/29/2023,TRUE,https://i.scdn.co/image/ab67616d0000b273a8eae36188b69461a8ec6508
7/9/2023,40,MOJABI GHOST,Tainy,89,232131,album,19,6/29/2023,TRUE,https://i.scdn.co/image/ab67616d0000b273de7b9af78fbdda96c5a0635b
7/9/2023,41,"Peso Pluma: Bzrp Music Sessions, Vol. 55",Bizarrap & Peso Pluma,97,188361,single,1,6/1/2023,TRUE,https://i.scdn.co/image/ab67616d0000b27315583045b2fdb7d7bab10e81
7/9/2023,42,SABOR FRESA,Fuerza Regida,91,156500,single,1,6/22/2023,TRUE,https://i.scdn.co/image/ab67616d0000b273cfe3eb72c48b93971e53efd9
7/9/2023,43,Like Crazy,Jimin,95,212241,single,6,3/24/2023,FALSE,https://i.scdn.co/image/ab67616d0000b2732b46078245d0120690eb560d
7/9/2023,44,I Wanna Be Yours,Arctic Monkeys,96,183956,album,12,9/9/2013,FALSE,https://i.scdn.co/image/ab67616d0000b2734ae1c4c5c45aabe565499163
7/9/2023,45,Calm Down (with Selena Gomez),Rema,83,239317,album,22,4/27/2023,FALSE,https://i.scdn.co/image/ab67616d0000b273963265801aa5c9740ad159b7
7/9/2023,46,Super Shy,NewJeans,0,154666,single,2,7/7/2023,FALSE,https://i.scdn.co/image/ab67616d0000b2733d98a0ae7c78a3a9babaf8af
7/9/2023,47,TQG,KAROL G,95,197933,album,17,2/24/2023,TRUE,https://i.scdn.co/image/ab67616d0000b27382de1ca074ae63cb18fce335
7/9/2023,48,Los del Espacio,LIT killah,95,338000,single,1,6/1/2023,FALSE,https://i.scdn.co/image/ab67616d0000b27352a52eac3761e2133bd0f57a
7/9/2023,49,Style,Taylor Swift,83,231000,album,13,10/27/2014,FALSE,https://i.scdn.co/image/ab67616d0000b2739abdf14e6058bd3903686148
7/9/2023,50,BABY HELLO,Rauw Alejandro,0,222461,album,14,7/7/2023,TRUE,https://i.scdn.co/image/ab67616d0000b273f29d0900444e44b4146409e5
7/10/2023,1,LALA,Myke Towers,92,197920,album,23,3/23/2023,TRUE,https://i.scdn.co/image/ab67616d0000b2730656d5ce813ca3cc4b677e05
7/10/2023,2,vampire,Olivia Rodrigo,96,219724,single,1,6/30/2023,TRUE,https://i.scdn.co/image/ab67616d0000b2731e5e75dc1d878a0007cb6525
7/10/2023,3,Cruel Summer,Taylor Swift,99,178426,album,18,8/23/2019,FALSE,https://i.scdn.co/image/ab67616d0000b273e787cffec20aa2a396a61647
7/10/2023,4,I Can See You (Taylor’s Version) (From The Vault),Taylor Swift,86,273186,album,22,7/7/2023,FALSE,https://i.scdn.co/image/ab67616d0000b2730b04da4f224b51ff86e0a481
7/10/2023,5,Ella Baila Sola,Eslabon Armado,93,165671,album,16,4/28/2023,FALSE,https://i.scdn.co/image/ab67616d0000b273dfddf1cb31b85a6d28b7d91f
7/10/2023,6,Back To December (Taylor's Version),Taylor Swift,86,294189,album,22,7/7/2023,FALSE,https://i.scdn.co/image/ab67616d0000b2730b04da4f224b51ff86e0a481
7/10/2023,7,Enchanted (Taylor's Version),Taylor Swift,86,353253,album,22,7/7/2023,FALSE,https://i.scdn.co/image/ab67616d0000b2730b04da4f224b51ff86e0a481
7/10/2023,8,Mine (Taylor's Version),Taylor Swift,86,231706,album,22,7/7/2023,FALSE,https://i.scdn.co/image/ab67616d0000b2730b04da4f224b51ff86e0a481
7/10/2023,9,WHERE SHE GOES,Bad Bunny,100,231704,single,1,5/18/2023,TRUE,https://i.scdn.co/image/ab67616d0000b273ab5c9cd818ad6ed3e9b79cd1
7/10/2023,10,La Bebe - Remix,Yng Lvcas & Peso Pluma,99,234352,single,2,3/17/2023,TRUE,https://i.scdn.co/image/ab67616d0000b273a04be3ad7c8c67f4109111a9
7/10/2023,11,un x100to,Grupo Frontera & Bad Bunny,99,194563,single,1,4/17/2023,FALSE,https://i.scdn.co/image/ab67616d0000b273716c0b0ad51594ff788b5f06
7/10/2023,12,Flowers,Miley Cyrus,91,200600,album,13,3/10/2023,FALSE,https://i.scdn.co/image/ab67616d0000b27358039b5147731b6e52202e46
7/10/2023,13,Sparks Fly (Taylor’s Version),Taylor Swift,85,261230,album,22,7/7/2023,FALSE,https://i.scdn.co/image/ab67616d0000b2730b04da4f224b51ff86e0a481
7/10/2023,14,Better Than Revenge (Taylor's Version),Taylor Swift,85,220306,album,22,7/7/2023,FALSE,https://i.scdn.co/image/ab67616d0000b2730b04da4f224b51ff86e0a481
7/10/2023,15,Speak Now (Taylor's Version),Taylor Swift,85,242473,album,22,7/7/2023,FALSE,https://i.scdn.co/image/ab67616d0000b2730b04da4f224b51ff86e0a481
7/10/2023,16,As It Was,Harry Styles,94,167303,album,13,5/20/2022,FALSE,https://i.scdn.co/image/ab67616d0000b2732e8ed79e177ff6011076f5f0
7/10/2023,17,Dear John (Taylor's Version),Taylor Swift,85,405906,album,22,7/7/2023,FALSE,https://i.scdn.co/image/ab67616d0000b2730b04da4f224b51ff86e0a481
7/10/2023,18,Sprinter,Dave & Central Cee,96,229133,single,1,6/1/2023,TRUE,https://i.scdn.co/image/ab67616d0000b273e3a09a9ae3f1fa102c110e60
7/10/2023,19,Cupid - Twin Ver.,FIFTY FIFTY,98,174253,single,3,2/24/2023,FALSE,https://i.scdn.co/image/ab67616d0000b27337c0b3670236c067c8e8bbcb
7/10/2023,20,Daylight,David Kushner,98,212953,single,1,4/14/2023,FALSE,https://i.scdn.co/image/ab67616d0000b27395ca6a9b4083a86c149934ae
7/10/2023,21,Kill Bill,SZA,95,153946,album,23,12/8/2022,FALSE,https://i.scdn.co/image/ab67616d0000b2730c471c36970b9406233842a5
7/10/2023,22,Columbia,Quevedo,82,186000,single,1,7/7/2023,FALSE,https://i.scdn.co/image/ab67616d0000b273a00a817b017c6f6bf8460be9
7/10/2023,23,The Story Of Us (Taylor's Version),Taylor Swift,84,267653,album,22,7/7/2023,FALSE,https://i.scdn.co/image/ab67616d0000b2730b04da4f224b51ff86e0a481
7/10/2023,24,Mean (Taylor's Version),Taylor Swift,84,238693,album,22,7/7/2023,FALSE,https://i.scdn.co/image/ab67616d0000b2730b04da4f224b51ff86e0a481
7/10/2023,25,Classy 101,Feid & Young Miko,97,195986,single,1,3/31/2023,TRUE,https://i.scdn.co/image/ab67616d0000b27329ebee2b5fb008871fcd201a
7/10/2023,26,Castles Crumbling (feat. Hayley Williams) (Taylor’s Version) (From The Vault),Taylor Swift,83,306062,album,22,7/7/2023,FALSE,https://i.scdn.co/image/ab67616d0000b2730b04da4f224b51ff86e0a481
7/10/2023,27,LADY GAGA,Peso Pluma,89,212878,album,17,6/29/2023,TRUE,https://i.scdn.co/image/ab67616d0000b273a8eae36188b69461a8ec6508
7/10/2023,28,"Peso Pluma: Bzrp Music Sessions, Vol. 55",Bizarrap & Peso Pluma,97,188361,single,1,6/1/2023,TRUE,https://i.scdn.co/image/ab67616d0000b27315583045b2fdb7d7bab10e81
7/10/2023,29,fukumean,Gunna,92,125040,album,15,6/16/2023,TRUE,https://i.scdn.co/image/ab67616d0000b273017d5e26552345c4b1575b6c
7/10/2023,30,When Emma Falls in Love (Taylor’s Version) (From The Vault),Taylor Swift,83,252385,album,22,7/7/2023,FALSE,https://i.scdn.co/image/ab67616d0000b2730b04da4f224b51ff86e0a481
7/10/2023,31,SABOR FRESA,Fuerza Regida,92,156500,single,1,6/22/2023,TRUE,https://i.scdn.co/image/ab67616d0000b273cfe3eb72c48b93971e53efd9
7/10/2023,32,Electric Touch (feat. Fall Out Boy) (Taylor’s Version) (From The Vault),Taylor Swift,83,266466,album,22,7/7/2023,FALSE,https://i.scdn.co/image/ab67616d0000b2730b04da4f224b51ff86e0a481
7/10/2023,33,Super Shy,NewJeans,81,154666,single,2,7/7/2023,FALSE,https://i.scdn.co/image/ab67616d0000b2733d98a0ae7c78a3a9babaf8af
7/10/2023,34,Haunted (Taylor's Version),Taylor Swift,83,245413,album,22,7/7/2023,FALSE,https://i.scdn.co/image/ab67616d0000b2730b04da4f224b51ff86e0a481
7/10/2023,35,MOJABI GHOST,Tainy,90,232131,album,19,6/29/2023,TRUE,https://i.scdn.co/image/ab67616d0000b273de7b9af78fbdda96c5a0635b
7/10/2023,36,I Wanna Be Yours,Arctic Monkeys,96,183956,album,12,9/9/2013,FALSE,https://i.scdn.co/image/ab67616d0000b2734ae1c4c5c45aabe565499163
